uf;anomes;valor;regiao
Rio Grande do Norte;202002;21644473.35;Nordeste
Paraíba;202002;17591547.33;Nordeste
Pernambuco;202002;64822616.22;Nordeste
Alagoas;202002;15857344.98;Nordeste
Sergipe;202002;9325631.63;Nordeste
Bahia;202002;70076183.91;Nordeste
Minas Gerais;202002;150237121.46;Sudeste
Espírito Santo;202002;26361545.85;Sudeste
Rio de Janeiro;202002;76116203.22;Sudeste
São Paulo;202002;288872273.89;Sudeste
Paraná;202002;127010218.52;Sul
Santa Catarina;202002;63695794.11;Sul
Rio Grande do Sul;202002;91437940.91;Sul
Mato Grosso do Sul;202002;19542439.88;Centro-Oeste
Mato Grosso;202002;15066106.66;Centro-Oeste
Goiás;202002;35048141.29;Centro-Oeste
Distrito Federal;202002;20643441.06;Centro-Oeste
Rondônia;202003;8148169.46;Norte
Acre;202003;3076003.2;Norte
Amazonas;202003;15107056.74;Norte
Roraima;202003;2937346.43;Norte
Pará;202003;35610330.34;Norte
Amapá;202003;1842472.54;Norte
Tocantins;202003;7210345.19;Norte
Maranhão;202003;29309892.09;Nordeste
Piauí;202003;14568254.23;Nordeste
Ceará;202003;47009985.82;Nordeste
Rio Grande do Norte;202003;22438442.72;Nordeste
Paraíba;202003;17844195.52;Nordeste
Pernambuco;202003;66221727.51;Nordeste
Alagoas;202003;16014260.42;Nordeste
Sergipe;202003;8093465.51;Nordeste
Bahia;202003;73156459.75;Nordeste
Minas Gerais;202003;142897333.08;Sudeste
Espírito Santo;202003;26637385.72;Sudeste
Rio de Janeiro;202003;77004637.47;Sudeste
São Paulo;202003;297359679.7;Sudeste
Paraná;202003;117317015.92;Sul
Santa Catarina;202003;61835940.53;Sul
Rio Grande do Sul;202003;102876132.83;Sul
Mato Grosso do Sul;202003;19032785.73;Centro-Oeste
Mato Grosso;202003;14906973.08;Centro-Oeste
Goiás;202003;34843938.16;Centro-Oeste
Distrito Federal;202003;22947163.99;Centro-Oeste
Rondônia;202004;7353768.37;Norte
Acre;202004;2286642.6;Norte
Amazonas;202004;13540590.64;Norte
Roraima;202004;2868820.96;Norte
Pará;202004;28292446.48;Norte
Amapá;202004;1705873.64;Norte
Tocantins;202004;6391193.66;Norte
Maranhão;202004;25256589.2;Nordeste
Piauí;202004;12224393.97;Nordeste
Ceará;202004;45048541.7;Nordeste
Rio Grande do Norte;202004;18744943.81;Nordeste
Paraíba;202004;16273867.55;Nordeste
Pernambuco;202004;49241430.42;Nordeste
Alagoas;202004;15057213.01;Nordeste
Sergipe;202004;8589154.91;Nordeste
Bahia;202004;62673156.89;Nordeste
Minas Gerais;202004;133416702.94;Sudeste
Espírito Santo;202004;25119682.61;Sudeste
Rio de Janeiro;202004;71404623.67;Sudeste
São Paulo;202004;251331659.0;Sudeste
Paraná;202004;94604541.3;Sul
Santa Catarina;202004;51632371.91;Sul
Rio Grande do Sul;202004;83000318.02;Sul
Mato Grosso do Sul;202004;17410262.53;Centro-Oeste
Mato Grosso;202004;12563655.61;Centro-Oeste
Goiás;202004;30932236.73;Centro-Oeste
Distrito Federal;202004;21536505.16;Centro-Oeste
Rondônia;202005;7739864.47;Norte
Acre;202005;2896340.24;Norte
Amazonas;202005;19703025.18;Norte
Roraima;202005;2752228.26;Norte
Pará;202005;32998806.72;Norte
Amapá;202005;2065055.35;Norte
Tocantins;202005;6708560.19;Norte
Maranhão;202005;31382563.9;Nordeste
Piauí;202005;13182211.0;Nordeste
Ceará;202005;46442101.89;Nordeste
Rio Grande do Norte;202005;19454054.0;Nordeste
Paraíba;202005;14997248.91;Nordeste
Pernambuco;202005;58988241.41;Nordeste
Alagoas;202005;14411431.27;Nordeste
Sergipe;202005;8026929.31;Nordeste
Bahia;202005;64097970.52;Nordeste
Minas Gerais;202005;133520477.53;Sudeste
Espírito Santo;202005;29089749.1;Sudeste
Rio de Janeiro;202005;85123662.73;Sudeste
São Paulo;202005;272493373.35;Sudeste
Paraná;202005;107506194.76;Sul
Santa Catarina;202005;55188294.77;Sul
Rio Grande do Sul;202005;82381774.95;Sul
Mato Grosso do Sul;202005;17913161.92;Centro-Oeste
Mato Grosso;202005;13632848.78;Centro-Oeste
Goiás;202005;34406945.17;Centro-Oeste
Distrito Federal;202005;19058243.91;Centro-Oeste
Rondônia;202006;9308601.23;Norte
Acre;202006;3045245.8;Norte
Amazonas;202006;21134874.24;Norte
Roraima;202006;3401864.29;Norte
Pará;202006;42240776.53;Norte
Amapá;202006;2009912.57;Norte
Tocantins;202006;7439039.33;Norte
Maranhão;202006;34921838.63;Nordeste
Piauí;202006;15282065.7;Nordeste
Ceará;202006;54999754.23;Nordeste
Rio Grande do Norte;202006;21476468.96;Nordeste
Paraíba;202006;17441299.56;Nordeste
Pernambuco;202006;64301576.28;Nordeste
Alagoas;202006;15406872.52;Nordeste
Sergipe;202006;8057935.1;Nordeste
Bahia;202006;69711402.48;Nordeste
Minas Gerais;202006;139953015.64;Sudeste
Espírito Santo;202006;29159706.9;Sudeste
Rio de Janeiro;202006;91735358.99;Sudeste
São Paulo;202006;306781760.76;Sudeste
Paraná;202006;96981983.22;Sul
Santa Catarina;202006;57897436.61;Sul
Rio Grande do Sul;202006;86092502.24;Sul
Mato Grosso do Sul;202006;17363192.43;Centro-Oeste
Mato Grosso;202006;13215428.53;Centro-Oeste
Goiás;202006;36101619.85;Centro-Oeste
Distrito Federal;202006;22704335.27;Centro-Oeste
Rondônia;202007;11954489.94;Norte
Acre;202007;3915193.2;Norte
Amazonas;202007;19769752.76;Norte
Roraima;202007;3015488.3;Norte
Pará;202007;40851896.6;Norte
Amapá;202007;3253399.45;Norte
Tocantins;202007;9161017.13;Norte
Maranhão;202007;35497966.06;Nordeste
Piauí;202007;19908573.27;Nordeste
Ceará;202007;56025385.7;Nordeste
Rio Grande do Norte;202007;26337808.77;Nordeste
Paraíba;202007;27294311.05;Nordeste
Pernambuco;202007;74914677.43;Nordeste
Alagoas;202007;18453860.49;Nordeste
Sergipe;202007;10313262.56;Nordeste
Bahia;202007;84234287.58;Nordeste
Minas Gerais;202007;165962239.41;Sudeste
Espírito Santo;202007;33634987.17;Sudeste
Rio de Janeiro;202007;99331352.01;Sudeste
São Paulo;202007;367672197.86;Sudeste
Paraná;202007;109720663.59;Sul
Santa Catarina;202007;61267297.89;Sul
Rio Grande do Sul;202007;100579287.65;Sul
Mato Grosso do Sul;202007;18858844.44;Centro-Oeste
Mato Grosso;202007;16834650.98;Centro-Oeste
Goiás;202007;40617188.84;Centro-Oeste
Distrito Federal;202007;25269773.34;Centro-Oeste
Rondônia;202008;11887993.85;Norte
Acre;202008;3640142.82;Norte
Amazonas;202008;18069587.18;Norte
Roraima;202008;2826486.18;Norte
Pará;202008;44451659.55;Norte
Amapá;202008;2946398.44;Norte
Tocantins;202008;8393462.98;Norte
Maranhão;202008;32279553.26;Nordeste
Piauí;202008;25663537.49;Nordeste
Ceará;202008;61728043.89;Nordeste
Rio Grande do Norte;202008;27579658.62;Nordeste
Paraíba;202008;23288213.79;Nordeste
Pernambuco;202008;77242718.06;Nordeste
Alagoas;202008;19995280.39;Nordeste
Sergipe;202008;11404646.48;Nordeste
Bahia;202008;83505321.26;Nordeste
Minas Gerais;202008;171272718.04;Sudeste
Espírito Santo;202008;32934864.93;Sudeste
Rio de Janeiro;202008;96339615.99;Sudeste
São Paulo;202008;350135458.22;Sudeste
Paraná;202008;129529222.48;Sul
Santa Catarina;202008;65467585.93;Sul
Rio Grande do Sul;202008;102609965.59;Sul
Mato Grosso do Sul;202008;19877080.68;Centro-Oeste
Mato Grosso;202008;19706219.32;Centro-Oeste
Goiás;202008;46248805.85;Centro-Oeste
Distrito Federal;202008;26526196.39;Centro-Oeste
Rondônia;202009;10328280.19;Norte
Acre;202009;3391242.21;Norte
Amazonas;202009;17852221.73;Norte
Roraima;202009;2928043.91;Norte
Pará;202009;36858888.56;Norte
Amapá;202009;2416019.23;Norte
Tocantins;202009;8736822.57;Norte
Maranhão;202009;30167548.03;Nordeste
Piauí;202009;20230782.72;Nordeste
Ceará;202009;56708848.06;Nordeste
Rio Grande do Norte;202009;27721340.38;Nordeste
Paraíba;202009;19480924.47;Nordeste
Pernambuco;202009;71764620.17;Nordeste
Alagoas;202009;18185986.17;Nordeste
Sergipe;202009;10741986.6;Nordeste
Bahia;202009;80580498.11;Nordeste
Minas Gerais;202009;175362401.59;Sudeste
Espírito Santo;202009;39198769.89;Sudeste
Rio de Janeiro;202009;88305239.94;Sudeste
São Paulo;202009;354165251.71;Sudeste
Paraná;202009;122702263.26;Sul
Santa Catarina;202009;71781494.82;Sul
Rio Grande do Sul;202009;104401019.54;Sul
Mato Grosso do Sul;202009;19247894.51;Centro-Oeste
Mato Grosso;202009;20747222.33;Centro-Oeste
Goiás;202009;44920822.38;Centro-Oeste
Distrito Federal;202009;20056592.11;Centro-Oeste
Rondônia;202010;8068024.57;Norte
Acre;202010;4044321.44;Norte
Amazonas;202010;16419160.7;Norte
Roraima;202010;3090313.73;Norte
Pará;202010;37025006.25;Norte
Amapá;202010;2203732.04;Norte
Tocantins;202010;7771468.08;Norte
Maranhão;202010;33401913.72;Nordeste
Piauí;202010;22390896.85;Nordeste
Ceará;202010;59171588.67;Nordeste
Rio Grande do Norte;202010;26052671.89;Nordeste
Paraíba;202010;19988426.94;Nordeste
Pernambuco;202010;66587801.49;Nordeste
Alagoas;202010;18871513.02;Nordeste
Sergipe;202010;12278300.58;Nordeste
Bahia;202010;81282091.64;Nordeste
Minas Gerais;202010;178236450.29;Sudeste
Espírito Santo;202010;28522105.76;Sudeste
Rio de Janeiro;202010;86995649.35;Sudeste
São Paulo;202010;345961095.12;Sudeste
Paraná;202010;129647873.97;Sul
Santa Catarina;202010;69414431.71;Sul
Rio Grande do Sul;202010;117458292.46;Sul
Mato Grosso do Sul;202010;19050984.6;Centro-Oeste
Mato Grosso;202010;22728110.29;Centro-Oeste
Goiás;202010;45564156.75;Centro-Oeste
Distrito Federal;202010;20856249.3;Centro-Oeste
Rondônia;202011;9486450.48;Norte
Acre;202011;3276590.1;Norte
Amazonas;202011;19903821.77;Norte
Roraima;202011;3621031.05;Norte
Pará;202011;39040983.98;Norte
Amapá;202011;2218532.26;Norte
Tocantins;202011;8878567.15;Norte
Maranhão;202011;32120375.92;Nordeste
Piauí;202011;18915102.19;Nordeste
Ceará;202011;56990741.42;Nordeste
Rio Grande do Norte;202011;24742465.16;Nordeste
Paraíba;202011;18418075.59;Nordeste
Pernambuco;202011;78939716.08;Nordeste
Alagoas;202011;18597375.56;Nordeste
Sergipe;202011;12264609.05;Nordeste
Bahia;202011;86323900.87;Nordeste
Minas Gerais;202011;175342160.58;Sudeste
Espírito Santo;202011;31548191.15;Sudeste
Rio de Janeiro;202011;86868111.44;Sudeste
São Paulo;202011;335880671.24;Sudeste
Paraná;202011;126880362.87;Sul
Santa Catarina;202011;68617316.44;Sul
Rio Grande do Sul;202011;108853890.98;Sul
Mato Grosso do Sul;202011;21189823.13;Centro-Oeste
Mato Grosso;202011;20693686.21;Centro-Oeste
Goiás;202011;43102040.72;Centro-Oeste
Distrito Federal;202011;20459325.27;Centro-Oeste
Rondônia;202012;9020062.64;Norte
Acre;202012;3696997.31;Norte
Amazonas;202012;17794528.56;Norte
Roraima;202012;3454460.94;Norte
Pará;202012;38068009.09;Norte
Amapá;202012;2566919.6;Norte
Tocantins;202012;7072686.76;Norte
Maranhão;202012;31089097.19;Nordeste
Piauí;202012;20888691.04;Nordeste
Ceará;202012;50980310.2;Nordeste
Rio Grande do Norte;202012;23888489.9;Nordeste
Paraíba;202012;18100602.5;Nordeste
Pernambuco;202012;72314141.97;Nordeste
Alagoas;202012;17805273.37;Nordeste
Sergipe;202012;11454427.82;Nordeste
Bahia;202012;85898021.44;Nordeste
Minas Gerais;202012;174887723.08;Sudeste
Espírito Santo;202012;34355999.85;Sudeste
Rio de Janeiro;202012;90483909.4;Sudeste
São Paulo;202012;331043717.53;Sudeste
Paraná;202012;121770500.75;Sul
Santa Catarina;202012;70968697.28;Sul
Rio Grande do Sul;202012;112066646.79;Sul
Mato Grosso do Sul;202012;19782984.79;Centro-Oeste
Mato Grosso;202012;19977286.64;Centro-Oeste
Goiás;202012;44310605.97;Centro-Oeste
Distrito Federal;202012;22991567.76;Centro-Oeste
Rondônia;202101;9861592.32;Norte
Acre;202101;3715723.12;Norte
Amazonas;202101;21621697.26;Norte
Roraima;202101;3266928.47;Norte
Pará;202101;38842407.79;Norte
Amapá;202101;2807807.85;Norte
Tocantins;202101;7302211.47;Norte
Maranhão;202101;31820050.29;Nordeste
Piauí;202101;22694558.18;Nordeste
Ceará;202101;52326883.6;Nordeste
Rio Grande do Norte;202101;28075981.7;Nordeste
Paraíba;202101;19552670.55;Nordeste
Pernambuco;202101;83926177.17;Nordeste
Alagoas;202101;17548566.67;Nordeste
Sergipe;202101;12060864.7;Nordeste
Bahia;202101;80041951.06;Nordeste
Minas Gerais;202101;185696085.75;Sudeste
Espírito Santo;202101;41075770.15;Sudeste
Rio de Janeiro;202101;94360352.53;Sudeste
São Paulo;202101;356933912.84;Sudeste
Paraná;202101;123533532.58;Sul
Santa Catarina;202101;72929775.6;Sul
Rio Grande do Sul;202101;120185491.29;Sul
Mato Grosso do Sul;202101;22018537.81;Centro-Oeste
Mato Grosso;202101;19481528.85;Centro-Oeste
Goiás;202101;46516938.86;Centro-Oeste
Distrito Federal;202101;23527050.29;Centro-Oeste
Rondônia;202102;9812340.48;Norte
Acre;202102;3538427.92;Norte
Amazonas;202102;26903413.08;Norte
Roraima;202102;3519773.73;Norte
Pará;202102;39270803.77;Norte
Amapá;202102;2822559.17;Norte
Tocantins;202102;9879152.35;Norte
Maranhão;202102;32763511.76;Nordeste
Piauí;202102;20989694.74;Nordeste
Ceará;202102;56302448.96;Nordeste
Rio Grande do Norte;202102;26593976.81;Nordeste
Paraíba;202102;21541485.83;Nordeste
Pernambuco;202102;78212282.77;Nordeste
Alagoas;202102;18587484.37;Nordeste
Sergipe;202102;13226099.48;Nordeste
Bahia;202102;82385385.11;Nordeste
Minas Gerais;202102;189117380.31;Sudeste
Espírito Santo;202102;42552074.65;Sudeste
Rio de Janeiro;202102;92977068.51;Sudeste
São Paulo;202102;351291225.12;Sudeste
Paraná;202102;133647939.67;Sul
Santa Catarina;202102;75923295.76;Sul
Rio Grande do Sul;202102;111745526.25;Sul
Mato Grosso do Sul;202102;25326957.13;Centro-Oeste
Mato Grosso;202102;19065468.58;Centro-Oeste
Goiás;202102;44405057.98;Centro-Oeste
Distrito Federal;202102;22766952.62;Centro-Oeste
Rondônia;202103;14953391.13;Norte
Acre;202103;4077045.92;Norte
Amazonas;202103;26598262.21;Norte
Roraima;202103;4437161.1;Norte
Pará;202103;40701470.83;Norte
Amapá;202103;3192515.69;Norte
Tocantins;202103;10700770.91;Norte
Maranhão;202103;44854249.48;Nordeste
Piauí;202103;21620638.14;Nordeste
Ceará;202103;68431457.05;Nordeste
Rio Grande do Norte;202103;28455021.87;Nordeste
Paraíba;202103;26411037.52;Nordeste
Pernambuco;202103;87957628.27;Nordeste
Alagoas;202103;22323051.11;Nordeste
Sergipe;202103;13507023.71;Nordeste
Bahia;202103;102012674.19;Nordeste
Minas Gerais;202103;214175000.28;Sudeste
Espírito Santo;202103;48960723.62;Sudeste
Rio de Janeiro;202103;113354995.98;Sudeste
São Paulo;202103;408732468.93;Sudeste
Paraná;202103;141403584.63;Sul
Santa Catarina;202103;85896914.99;Sul
Rio Grande do Sul;202103;133998520.05;Sul
Mato Grosso do Sul;202103;26273236.01;Centro-Oeste
Mato Grosso;202103;24295698.28;Centro-Oeste
Goiás;202103;58042547.89;Centro-Oeste
Distrito Federal;202103;31831917.45;Centro-Oeste
Rondônia;202104;15563729.11;Norte
Acre;202104;6307616.67;Norte
Amazonas;202104;22733131.0;Norte
Roraima;202104;5171370.92;Norte
Pará;202104;46662714.56;Norte
Amapá;202104;3622062.04;Norte
Tocantins;202104;9365632.9;Norte
Maranhão;202104;50406725.35;Nordeste
Piauí;202104;27410286.55;Nordeste
Ceará;202104;78634779.04;Nordeste
Rio Grande do Norte;202104;35952723.38;Nordeste
Paraíba;202104;29593654.84;Nordeste
Pernambuco;202104;103993131.51;Nordeste
Alagoas;202104;26826283.56;Nordeste
Sergipe;202104;14928721.85;Nordeste
Bahia;202104;115565887.57;Nordeste
Minas Gerais;202104;243308338.31;Sudeste
Espírito Santo;202104;56417132.95;Sudeste
Rio de Janeiro;202104;119301740.74;Sudeste
São Paulo;202104;478291766.5;Sudeste
Paraná;202104;156544580.57;Sul
Santa Catarina;202104;88356325.96;Sul
Rio Grande do Sul;202104;144160684.75;Sul
Mato Grosso do Sul;202104;27778969.31;Centro-Oeste
Mato Grosso;202104;31098888.85;Centro-Oeste
Goiás;202104;63380067.96;Centro-Oeste
Distrito Federal;202104;38410115.3;Centro-Oeste
Rondônia;202105;16492196.14;Norte
Acre;202105;6354514.15;Norte
Amazonas;202105;25882861.87;Norte
Roraima;202105;4266254.94;Norte
Pará;202105;55352070.66;Norte
Amapá;202105;4388127.81;Norte
Tocantins;202105;9511274.51;Norte
Maranhão;202105;53579187.88;Nordeste
Piauí;202105;30173706.38;Nordeste
Ceará;202105;87024180.65;Nordeste
Rio Grande do Norte;202105;36887747.96;Nordeste
Paraíba;202105;34740964.07;Nordeste
Pernambuco;202105;123659775.59;Nordeste
Alagoas;202105;29651474.26;Nordeste
Sergipe;202105;17724664.13;Nordeste
Bahia;202105;115553383.46;Nordeste
Minas Gerais;202105;254115402.21;Sudeste
Espírito Santo;202105;55162721.74;Sudeste
Rio de Janeiro;202105;134134455.37;Sudeste
São Paulo;202105;514256905.28;Sudeste
Paraná;202105;166229876.58;Sul
Santa Catarina;202105;89928178.52;Sul
Rio Grande do Sul;202105;147200067.51;Sul
Mato Grosso do Sul;202105;28963920.87;Centro-Oeste
Mato Grosso;202105;31974225.98;Centro-Oeste
Goiás;202105;60776098.7;Centro-Oeste
Distrito Federal;202105;31532816.86;Centro-Oeste
Rondônia;202106;15572901.51;Norte
Acre;202106;3461663.11;Norte
Amazonas;202106;26200089.42;Norte
Roraima;202106;3103979.88;Norte
Pará;202106;48295002.33;Norte
Amapá;202106;3967128.98;Norte
Tocantins;202106;11262768.61;Norte
Maranhão;202106;51476584.09;Nordeste
Piauí;202106;31135971.4;Nordeste
Ceará;202106;110342286.04;Nordeste
Rio Grande do Norte;202106;36785336.8;Nordeste
Paraíba;202106;34259202.92;Nordeste
Pernambuco;202106;125973975.41;Nordeste
Alagoas;202106;28155677.93;Nordeste
Sergipe;202106;19633473.1;Nordeste
Bahia;202106;129336764.01;Nordeste
Minas Gerais;202106;268787737.44;Sudeste
Espírito Santo;202106;52214129.02;Sudeste
Rio de Janeiro;202106;133313172.39;Sudeste
São Paulo;202106;527439291.73;Sudeste
Paraná;202106;179777273.75;Sul
Santa Catarina;202106;101878034.46;Sul
Rio Grande do Sul;202106;152125780.63;Sul
Mato Grosso do Sul;202106;34526664.72;Centro-Oeste
Mato Grosso;202106;33338909.05;Centro-Oeste
Goiás;202106;64916492.41;Centro-Oeste
Distrito Federal;202106;30629361.48;Centro-Oeste
Rondônia;202107;14742747.37;Norte
Acre;202107;4979239.3;Norte
Amazonas;202107;24066337.32;Norte
Roraima;202107;3743330.65;Norte
Pará;202107;46336237.3;Norte
Amapá;202107;5215333.8;Norte
Tocantins;202107;10159174.66;Norte
Maranhão;202107;52577550.99;Nordeste
Piauí;202107;29451460.79;Nordeste
Ceará;202107;90870768.49;Nordeste
Rio Grande do Norte;202107;36055398.64;Nordeste
Paraíba;202107;29846704.89;Nordeste
Pernambuco;202107;115602232.15;Nordeste
Alagoas;202107;28995164.37;Nordeste
Sergipe;202107;18894097.84;Nordeste
Bahia;202107;133185386.0;Nordeste
Minas Gerais;202107;261663469.73;Sudeste
Espírito Santo;202107;55588132.78;Sudeste
Rio de Janeiro;202107;132524225.91;Sudeste
São Paulo;202107;520571425.1;Sudeste
Paraná;202107;183043114.14;Sul
Santa Catarina;202107;104260881.92;Sul
Rio Grande do Sul;202107;153146292.86;Sul
Mato Grosso do Sul;202107;31984745.11;Centro-Oeste
Mato Grosso;202107;39215412.56;Centro-Oeste
Goiás;202107;72752320.44;Centro-Oeste
Distrito Federal;202107;29662716.67;Centro-Oeste
Rondônia;202108;13054732.77;Norte
Acre;202108;4138751.64;Norte
Amazonas;202108;22720450.82;Norte
Roraima;202108;3781921.16;Norte
Pará;202108;45126860.59;Norte
Amapá;202108;5269329.19;Norte
Tocantins;202108;10136608.55;Norte
Maranhão;202108;44466565.18;Nordeste
Piauí;202108;28954296.01;Nordeste
Ceará;202108;80203689.73;Nordeste
Rio Grande do Norte;202108;32939814.29;Nordeste
Paraíba;202108;28354953.45;Nordeste
Pernambuco;202108;104026183.65;Nordeste
Alagoas;202108;24880899.63;Nordeste
Sergipe;202108;14566795.83;Nordeste
Bahia;202108;110548470.15;Nordeste
Minas Gerais;202108;245948544.23;Sudeste
Espírito Santo;202108;45641859.94;Sudeste
Rio de Janeiro;202108;134548365.76;Sudeste
São Paulo;202108;466420009.6;Sudeste
Paraná;202108;178439461.79;Sul
Santa Catarina;202108;110327764.02;Sul
Rio Grande do Sul;202108;137561459.81;Sul
Mato Grosso do Sul;202108;36713343.08;Centro-Oeste
Mato Grosso;202108;38962584.02;Centro-Oeste
Goiás;202108;72468238.27;Centro-Oeste
Distrito Federal;202108;27288766.94;Centro-Oeste
Rondônia;202109;12115394.39;Norte
Acre;202109;4260017.06;Norte
Amazonas;202109;21120609.03;Norte
Roraima;202109;3150835.05;Norte
Pará;202109;45776186.52;Norte
Amapá;202109;5036697.91;Norte
Tocantins;202109;11170484.72;Norte
Maranhão;202109;40122547.01;Nordeste
Piauí;202109;23195247.3;Nordeste
Ceará;202109;81201363.06;Nordeste
Rio Grande do Norte;202109;28124087.9;Nordeste
Paraíba;202109;24934526.89;Nordeste
Pernambuco;202109;85587490.39;Nordeste
Alagoas;202109;21964123.03;Nordeste
Sergipe;202109;12144593.36;Nordeste
Bahia;202109;103742560.79;Nordeste
Minas Gerais;202109;213196539.53;Sudeste
Espírito Santo;202109;39443023.62;Sudeste
Rio de Janeiro;202109;130088686.39;Sudeste
São Paulo;202109;401474771.91;Sudeste
Paraná;202109;165431984.74;Sul
Santa Catarina;202109;93567559.26;Sul
Rio Grande do Sul;202109;122944341.79;Sul
Mato Grosso do Sul;202109;33140371.78;Centro-Oeste
Mato Grosso;202109;29287860.45;Centro-Oeste
Goiás;202109;67294965.98;Centro-Oeste
Distrito Federal;202109;28509985.96;Centro-Oeste
Rondônia;202110;9768041.54;Norte
Acre;202110;3828566.34;Norte
Amazonas;202110;16901290.05;Norte
Roraima;202110;3185551.53;Norte
Pará;202110;45049860.36;Norte
Amapá;202110;3991470.65;Norte
Tocantins;202110;11833522.68;Norte
Maranhão;202110;36949930.58;Nordeste
Piauí;202110;20880006.59;Nordeste
Ceará;202110;57918645.09;Nordeste
Rio Grande do Norte;202110;26014394.9;Nordeste
Paraíba;202110;24365845.65;Nordeste
Pernambuco;202110;81914788.71;Nordeste
Alagoas;202110;21945824.28;Nordeste
Sergipe;202110;13674145.76;Nordeste
Bahia;202110;91726894.51;Nordeste
Minas Gerais;202110;196442571.02;Sudeste
Espírito Santo;202110;39805849.25;Sudeste
Rio de Janeiro;202110;117934040.37;Sudeste
São Paulo;202110;359865043.38;Sudeste
Paraná;202110;156109720.25;Sul
Santa Catarina;202110;91788933.47;Sul
Rio Grande do Sul;202110;114705913.27;Sul
Mato Grosso do Sul;202110;23996334.39;Centro-Oeste
Mato Grosso;202110;27910996.39;Centro-Oeste
Goiás;202110;58384780.12;Centro-Oeste
Distrito Federal;202110;26207429.15;Centro-Oeste
Rondônia;202111;11098424.77;Norte
Acre;202111;2889654.47;Norte
Amazonas;202111;18371952.43;Norte
Roraima;202111;3022781.41;Norte
Pará;202111;44574730.87;Norte
Amapá;202111;2708129.08;Norte
Tocantins;202111;9267700.51;Norte
Maranhão;202111;33981831.62;Nordeste
Piauí;202111;22890295.59;Nordeste
Ceará;202111;58774701.12;Nordeste
Rio Grande do Norte;202111;25085428.08;Nordeste
Paraíba;202111;25252893.45;Nordeste
Pernambuco;202111;82830456.06;Nordeste
Alagoas;202111;18457556.35;Nordeste
Sergipe;202111;13196612.55;Nordeste
Bahia;202111;89712637.52;Nordeste
Minas Gerais;202111;189692624.18;Sudeste
Espírito Santo;202111;40105143.18;Sudeste
Rio de Janeiro;202111;106301742.61;Sudeste
São Paulo;202111;343779277.62;Sudeste
Paraná;202111;148545550.71;Sul
Santa Catarina;202111;86883453.52;Sul
Rio Grande do Sul;202111;115171872.58;Sul
Mato Grosso do Sul;202111;24343257.72;Centro-Oeste
Mato Grosso;202111;21575642.12;Centro-Oeste
Goiás;202111;43491612.4;Centro-Oeste
Distrito Federal;202111;25147458.57;Centro-Oeste
Rondônia;202112;11210055.47;Norte
Acre;202112;3138245.58;Norte
Amazonas;202112;17783646.65;Norte
Roraima;202112;3129225.29;Norte
Pará;202112;44365816.25;Norte
Amapá;202112;2543977.96;Norte
Tocantins;202112;8635144.54;Norte
Maranhão;202112;37328658.04;Nordeste
Piauí;202112;22555250.91;Nordeste
Ceará;202112;55740930.64;Nordeste
Rio Grande do Norte;202112;24570207.11;Nordeste
Paraíba;202112;21822456.04;Nordeste
Pernambuco;202112;88126274.27;Nordeste
Alagoas;202112;17544297.9;Nordeste
Sergipe;202112;12192071.38;Nordeste
Bahia;202112;90121174.15;Nordeste
Minas Gerais;202112;185052570.52;Sudeste
Espírito Santo;202112;37028794.14;Sudeste
Rio de Janeiro;202112;105250499.33;Sudeste
São Paulo;202112;338607762.96;Sudeste
Paraná;202112;135383784.89;Sul
Santa Catarina;202112;85032036.25;Sul
Rio Grande do Sul;202112;114402098.61;Sul
Mato Grosso do Sul;202112;22003059.87;Centro-Oeste
Mato Grosso;202112;20342386.97;Centro-Oeste
Goiás;202112;44805748.59;Centro-Oeste
Distrito Federal;202112;22742916.21;Centro-Oeste
Rondônia;202201;11094746.21;Norte
Acre;202201;3547361.84;Norte
Amazonas;202201;15534203.5;Norte
Roraima;202201;3024454.61;Norte
Pará;202201;45062563.73;Norte
Amapá;202201;3047785.84;Norte
Tocantins;202201;8727670.03;Norte
Maranhão;202201;37767021.79;Nordeste
Piauí;202201;21791088.51;Nordeste
Ceará;202201;59206971.42;Nordeste
Rio Grande do Norte;202201;24948980.61;Nordeste
Paraíba;202201;22593825.43;Nordeste
Pernambuco;202201;90925116.76;Nordeste
Alagoas;202201;17154122.22;Nordeste
Sergipe;202201;11123072.39;Nordeste
Bahia;202201;93870944.58;Nordeste
Minas Gerais;202201;181391021.77;Sudeste
Espírito Santo;202201;38017795.59;Sudeste
Rio de Janeiro;202201;106483073.24;Sudeste
São Paulo;202201;342123689.09;Sudeste
Paraná;202201;135963539.82;Sul
Santa Catarina;202201;76620062.64;Sul
Rio Grande do Sul;202201;102764219.97;Sul
Mato Grosso do Sul;202201;22022167.51;Centro-Oeste
Mato Grosso;202201;20836525.25;Centro-Oeste
Goiás;202201;45806062.07;Centro-Oeste
Distrito Federal;202201;24945761.01;Centro-Oeste
Rondônia;202202;12431841.65;Norte
Acre;202202;3424337.76;Norte
Amazonas;202202;18217410.79;Norte
Roraima;202202;3097211.89;Norte
Pará;202202;45109846.59;Norte
Amapá;202202;2999037.43;Norte
Tocantins;202202;8426181.56;Norte
Maranhão;202202;38664627.79;Nordeste
Piauí;202202;20134802.76;Nordeste
Ceará;202202;56977184.47;Nordeste
Rio Grande do Norte;202202;26299809.63;Nordeste
Paraíba;202202;26134039.4;Nordeste
Pernambuco;202202;94778824.25;Nordeste
Alagoas;202202;17091070.34;Nordeste
